split,model,horizon_hours,constraint,seeds,mean,standard_deviation,minimum,maximum
external_test,rssm,3,emitted_FiO2_bounds,1,0.3021346469622332,0.0,0.3021346469622332,0.3021346469622332
external_test,rssm,3,emitted_O2Sat_bounds,1,10.016420361247947,0.0,10.016420361247947,10.016420361247947
external_test,rssm,3,emitted_SaO2_bounds,1,134.78817733990147,0.0,134.78817733990147,134.78817733990147
external_test,rssm,3,emitted_pressure_order,1,0.6568144499178982,0.0,0.6568144499178982,0.6568144499178982
external_test,rssm,3,pressure_order,1,17.119868637110017,0.0,17.119868637110017,17.119868637110017
external_test,rssm,6,FiO2_bounds,1,0.3152709359605911,0.0,0.3152709359605911,0.3152709359605911
external_test,rssm,6,O2Sat_bounds,1,8.71264367816092,0.0,8.71264367816092,8.71264367816092
external_test,rssm,6,SaO2_bounds,1,34.34811165845649,0.0,34.34811165845649,34.34811165845649
external_test,rssm,6,emitted_FiO2_bounds,1,0.2101806239737274,0.0,0.2101806239737274,0.2101806239737274
external_test,rssm,6,emitted_O2Sat_bounds,1,8.67487684729064,0.0,8.67487684729064,8.67487684729064
external_test,rssm,6,emitted_SaO2_bounds,1,135.67980295566502,0.0,135.67980295566502,135.67980295566502
external_test,rssm,6,emitted_pressure_order,1,0.5057471264367817,0.0,0.5057471264367817,0.5057471264367817
external_test,rssm,6,pressure_order,1,7.152709359605911,0.0,7.152709359605911,7.152709359605911
external_test,rssm,12,FiO2_bounds,1,0.2364532019704433,0.0,0.2364532019704433,0.2364532019704433
external_test,rssm,12,O2Sat_bounds,1,8.266009852216749,0.0,8.266009852216749,8.266009852216749
external_test,rssm,12,SaO2_bounds,1,61.39244663382594,0.0,61.39244663382594,61.39244663382594
external_test,rssm,12,emitted_FiO2_bounds,1,0.1970443349753694,0.0,0.1970443349753694,0.1970443349753694
external_test,rssm,12,emitted_O2Sat_bounds,1,8.305418719211822,0.0,8.305418719211822,8.305418719211822
external_test,rssm,12,emitted_SaO2_bounds,1,140.7471264367816,0.0,140.7471264367816,140.7471264367816
external_test,rssm,12,emitted_pressure_order,1,0.2413793103448276,0.0,0.2413793103448276,0.2413793103448276
external_test,rssm,12,pressure_order,1,3.893267651888342,0.0,3.893267651888342,3.893267651888342
external_test,rssm,24,FiO2_bounds,1,0.1313628899835796,0.0,0.1313628899835796,0.1313628899835796
external_test,rssm,24,O2Sat_bounds,1,8.635467980295566,0.0,8.635467980295566,8.635467980295566
external_test,rssm,24,SaO2_bounds,1,99.39737274220032,0.0,99.39737274220032,99.39737274220032
external_test,rssm,24,emitted_FiO2_bounds,1,0.1100164203612479,0.0,0.1100164203612479,0.1100164203612479
