model,horizon_hours,quantity_type,quantity,minimum,maximum,absolute_range,relative_range_percent,sample_counts
grud,24,metric,mask_brier,0.06546208230615606,0.06602836916193515,0.0005662868557790857,0.8624041091738456,"20,50,100"
grud,24,metric,mean_interval_width_scaled,2.0223699654002094,2.2630835634080095,0.24071359800780012,11.122258618632376,"20,50,100"
grud,24,metric,patient_crps,0.38556850644475243,0.40169662151262414,0.016128115067871707,4.110191284255354,"20,50,100"
grud,24,metric,patient_nll,1.0646533028130063,1.1235591025046647,0.058905799691658434,5.42315967965509,"20,50,100"
grud,24,metric,patient_nmae,0.5320377481882196,0.5450348654654336,0.012997117277213976,2.4178813532832346,"20,50,100"
rssm,1,metric,coverage_90,0.5624569317533019,0.6207345549775101,0.05827762322420815,9.761433382451935,"20,50,100"
rssm,1,metric,mask_brier,0.0712043620785794,0.0712136777471343,9.315668554901735e-06,0.013082240789715122,"20,50,100"
rssm,1,metric,mean_interval_width_scaled,0.9541361875589774,1.0684346336839563,0.11429844612497886,11.19051679224984,"20,50,100"
rssm,1,metric,patient_crps,0.38556680245318037,0.39156923323013854,0.0060024307769581675,1.5467245634980304,"20,50,100"
rssm,1,metric,patient_nll,2.1815162112177693,2.5194983417353485,0.3379821305175792,14.543815895769773,"20,50,100"
rssm,1,metric,patient_nmae,0.49921872752533525,0.5009247460098293,0.0017060184844940318,0.34125812971879677,"20,50,100"
rssm,3,metric,coverage_90,0.5247490134433089,0.5806505650804168,0.05590155163710786,10.05088888214532,"20,50,100"
rssm,3,metric,mask_brier,0.06703732717307233,0.06708064618724094,4.3319014168610726e-05,0.06460014784431087,"20,50,100"
rssm,3,metric,mean_interval_width_scaled,0.9773231990136425,1.0918246625639667,0.1145014635503242,10.978630671422456,"20,50,100"
rssm,3,metric,patient_crps,0.4273170633939134,0.4347122209042035,0.0073951575102900735,1.7201848052555266,"20,50,100"
rssm,3,metric,patient_nll,2.354607708647322,2.7222566286229886,0.36764891997566673,14.708911048600228,"20,50,100"
rssm,3,metric,patient_nmae,0.5477633141013004,0.5513841104273732,0.003620796326072817,0.6592169667314506,"20,50,100"
rssm,6,metric,coverage_90,0.5069439246539891,0.5527900252570731,0.04584610060308403,8.584228227728861,"20,50,100"
rssm,6,metric,mask_brier,0.06727001506272814,0.06729523759350471,2.5222530776566887e-05,0.03748541036993019,"20,50,100"
rssm,6,metric,mean_interval_width_scaled,0.9887709102673636,1.1015710015603566,0.11280009129299295,10.677851497566008,"20,50,100"
rssm,6,metric,patient_crps,0.4667733825651352,0.4747391288686127,0.007965746303477517,1.6943298622006806,"20,50,100"
rssm,6,metric,patient_nll,2.871043281385931,3.3908611515559404,0.5198178701700096,16.991500454594313,"20,50,100"
rssm,6,metric,patient_nmae,0.5918898580212222,0.594657745041273,0.0027678870200508188,0.466708289909301,"20,50,100"
rssm,12,metric,coverage_90,0.4978375640745056,0.5490566500569474,0.05121908598244179,9.735345919880746,"20,50,100"
